dog_id,asc_peak_slopes_A,asc_peak_slopes_C,avg_pres_A,avg_pres_C,contact_durations_A,contact_durations_C,des_peak_slopes_A,des_peak_slopes_C,impulses_A,impulses_C,pace,paw_area_A,paw_area_C,ratio_pres2area_A,ratio_pres2area_C,std_asc_peak_slopes_A,std_asc_peak_slopes_C,std_avg_pres_A,std_avg_pres_C,std_contact_durations_A,std_contact_durations_C,std_des_peak_slopes_A,std_des_peak_slopes_C,std_impulses_A,std_impulses_C,std_paw_area_A,std_paw_area_C,std_ratio_pres2area_A,std_ratio_pres2area_C,std_step_lengths_A,std_step_lengths_C,std_vert_forces_A,std_vert_forces_C,step_lengths_A,step_lengths_C,steps_A,steps_C,vert_forces_A,vert_forces_C,Alter,Gewicht,sex,neutered,Rückenlänge,Schulterhöhe,BCS,target
T0401196,3.505,3.402,13.724,11.581,0.185,0.16,3.311,3.082,68.35,36.434,5.41,23.576,17.318,0.597,0.659,1.184,0.28,0.807,0.955,0.05,0.006,0.939,0.386,9.704,2.959,1.363,2.217,0.036,0.226,0.011,0.114,32.2,18.434,0.378,0.386,11.0,10.0,358.06,219.607,8,15.0,1,0,37.0,39.0,5.0,1
T0401196,3.012,3.111,13.752,11.624,0.212,0.188,2.492,2.212,73.432,39.744,4.64,22.641,16.215,0.609,0.7,0.686,0.272,0.464,0.886,0.01,0.01,0.545,0.353,5.27,4.19,1.027,2.036,0.032,0.234,0.021,0.022,21.688,19.047,0.357,0.361,12.0,12.0,344.312,205.752,8,15.0,1,0,37.0,39.0,5.0,1
T0401196,4.629,3.504,13.924,11.57,0.175,0.15,3.432,2.76,65.137,34.636,5.96,23.409,17.253,0.603,0.675,1.232,0.43,0.547,0.682,0.01,0.008,0.859,0.499,4.291,2.546,1.371,1.453,0.023,0.067,0.014,0.014,25.866,21.554,0.407,0.411,10.0,10.0,364.636,212.75,8,15.0,1,0,37.0,39.0,5.0,1
T0401196,3.606,3.106,14.121,11.028,0.205,0.178,2.63,2.371,72.248,38.116,4.65,22.928,16.626,0.619,0.678,0.676,0.433,0.588,0.846,0.016,0.018,0.634,0.487,5.498,2.63,0.866,0.641,0.036,0.067,0.036,0.035,19.072,11.587,0.374,0.36,12.0,12.0,351.692,206.026,8,15.0,1,0,37.0,39.0,5.0,1
T0403516,2.329,2.505,10.661,9.76,0.285,0.23,2.076,2.287,111.77,64.17,4.74,31.957,25.043,0.338,0.394,0.352,0.501,0.664,0.817,0.076,0.03,0.603,0.598,24.3,9.722,1.778,2.312,0.024,0.051,0.021,0.128,27.817,33.893,0.434,0.436,10.0,9.0,388.038,251.936,9,32.4,1,1,46.0,54.0,6.0,1
T0403516,2.093,2.282,11.32,9.634,0.268,0.245,2.39,1.859,108.132,69.969,4.87,31.501,23.698,0.36,0.392,0.715,0.34,1.197,0.495,0.017,0.013,0.938,0.304,9.209,9.01,2.504,2.703,0.036,0.03,0.038,0.016,48.766,36.727,0.422,0.434,10.0,9.0,404.86,264.029,9,32.4,1,1,46.0,54.0,6.0,1
T0403516,1.977,1.868,10.893,9.746,0.33,0.315,1.848,1.231,112.957,79.059,4.04,31.734,23.812,0.356,0.422,0.587,0.571,0.746,1.357,0.02,0.017,0.435,0.348,22.019,17.64,2.581,4.122,0.036,0.052,0.037,0.024,48.044,55.35,0.406,0.396,11.0,11.0,342.294,240.64,9,32.4,1,1,46.0,54.0,6.0,1
T0403516,1.633,1.73,10.475,9.204,0.325,0.298,1.741,1.266,121.554,75.634,4.06,31.671,23.766,0.337,0.382,0.801,0.343,0.737,0.587,0.04,0.02,0.588,0.358,17.877,6.114,2.111,1.831,0.045,0.053,0.028,0.029,28.815,15.684,0.412,0.399,11.0,10.0,343.68,242.974,9,32.4,1,1,46.0,54.0,6.0,1
T0403516,2.436,2.391,11.267,9.367,0.277,0.24,2.15,1.916,107.854,68.651,4.59,31.524,22.567,0.36,0.419,0.741,0.27,1.168,0.468,0.121,0.049,0.707,0.48,37.449,9.026,1.855,2.507,0.04,0.043,0.036,0.016,43.065,33.763,0.448,0.448,10.0,9.0,381.948,246.492,9,32.4,1,1,46.0,54.0,6.0,1
T0406425,1.269,1.139,5.02,4.192,0.22,0.19,1.65,1.246,39.772,23.964,5.68,32.126,26.26,0.16,0.16,0.209,0.125,0.343,0.312,0.018,0.008,0.315,0.175,4.552,3.154,2.812,1.403,0.009,0.007,0.034,0.041,22.123,13.279,0.51,0.497,8.0,8.0,184.233,124.137,5,26.0,1,1,59.0,53.0,5.0,1
T0406425,1.187,0.959,4.258,3.798,0.205,0.32,1.22,0.59,45.668,30.259,4.34,30.817,23.042,0.15,0.164,0.876,3.752,1.153,0.821,0.113,0.13,1.647,0.565,13.728,13.068,4.981,6.04,0.025,0.02,0.196,0.2,66.226,34.32,0.402,0.375,11.0,10.0,146.667,96.166,5,26.0,1,1,59.0,53.0,5.0,1
T0406425,1.044,0.986,4.886,4.085,0.215,0.225,1.342,1.162,41.807,27.924,5.02,34.696,27.166,0.147,0.15,0.511,0.179,0.542,0.275,0.026,0.014,0.378,0.26,7.313,2.578,3.186,2.412,0.019,0.023,0.041,0.039,29.11,8.027,0.465,0.482,9.0,9.0,183.744,123.212,5,26.0,1,1,59.0,53.0,5.0,1
T0406425,0.891,1.11,4.443,4.052,0.235,0.2,1.4,1.057,34.533,23.982,5.27,32.21,25.434,0.142,0.158,0.447,0.277,0.512,0.172,0.049,0.019,5.223,0.207,8.17,2.578,2.296,0.773,0.017,0.01,0.13,0.052,21.378,4.874,0.449,0.434,11.0,10.0,153.481,119.092,5,26.0,1,1,59.0,53.0,5.0,1
T0406425,1.278,1.374,4.71,4.073,0.21,0.18,1.481,1.665,33.293,23.4,5.99,32.653,26.295,0.136,0.155,0.201,0.289,0.194,0.441,0.015,0.023,0.338,0.451,5.947,6.079,3.236,4.347,0.016,0.023,0.023,0.039,18.105,28.006,0.504,0.496,9.0,9.0,161.734,123.865,5,26.0,1,1,59.0,53.0,5.0,1
T0406425,1.161,1.214,4.889,4.125,0.225,0.185,1.61,1.316,40.093,22.425,5.76,30.04,25.405,0.159,0.162,0.164,0.187,0.235,0.076,0.008,0.011,0.366,0.173,4.592,2.546,2.565,2.164,0.012,0.016,0.011,0.023,17.715,10.3,0.489,0.488,9.0,9.0,167.053,117.002,5,26.0,1,1,59.0,53.0,5.0,1
T0406791,0.728,0.979,4.507,4.16,0.242,0.192,0.91,0.869,27.966,17.382,5.01,21.533,17.922,0.209,0.233,0.121,0.187,0.165,0.302,0.011,0.016,0.178,0.202,2.081,1.105,1.17,0.77,0.013,0.023,0.008,0.021,6.478,4.495,0.415,0.408,10.0,10.0,110.241,85.359,10,19.0,1,0,48.0,50.0,5.0,1
T0406791,0.706,1.047,4.784,4.218,0.235,0.19,1.106,0.993,28.056,16.705,5.1,21.932,17.674,0.218,0.237,0.144,0.169,0.137,0.196,0.011,0.01,0.185,0.168,1.668,0.838,0.981,1.061,0.012,0.021,0.018,0.016,5.09,4.595,0.407,0.414,10.0,10.0,117.07,84.382,10,19.0,1,0,48.0,50.0,5.0,1
T0406791,0.746,0.976,4.5,4.033,0.24,0.19,1.105,0.94,27.525,16.705,5.08,21.525,17.84,0.209,0.229,0.047,0.142,0.399,0.564,0.022,0.029,0.219,0.286,7.725,5.739,5.186,5.005,0.107,0.251,0.025,0.025,29.533,26.097,0.407,0.403,11.0,11.0,110.102,82.84,10,19.0,1,0,48.0,50.0,5.0,1
T0406791,1.0,0.875,4.086,4.623,0.18,0.195,0.889,1.297,15.439,25.86,5.07,18.221,21.109,0.232,0.225,0.229,5.614,0.33,0.814,0.016,0.071,0.922,0.519,6.939,12.054,7.254,7.458,0.207,0.156,0.144,0.128,36.773,46.445,0.41,0.38,7.0,8.0,81.258,113.845,10,19.0,1,0,48.0,50.0,5.0,1
T0406791,0.63,0.567,3.922,4.623,0.245,0.285,0.641,0.859,17.956,29.663,2.64,17.21,19.489,0.233,0.242,0.163,0.123,0.141,0.29,0.023,0.005,0.096,0.215,1.633,4.492,2.316,2.189,0.045,0.018,0.123,0.134,10.929,15.113,0.348,0.341,4.0,4.0,72.958,100.553,10,19.0,1,0,48.0,50.0,5.0,1
T0406791,0.604,1.064,4.52,4.191,0.26,0.202,0.966,0.875,30.472,17.905,4.61,22.16,18.042,0.206,0.234,0.133,0.132,0.182,0.204,0.005,0.009,0.131,0.197,1.744,0.912,1.232,0.764,0.016,0.019,0.019,0.014,7.136,2.858,0.39,0.399,10.0,10.0,113.775,85.928,10,19.0,1,0,48.0,50.0,5.0,1
T0406791,0.67,1.017,4.542,4.092,0.26,0.205,0.921,0.814,27.794,18.125,4.52,21.111,18.225,0.214,0.221,0.066,0.122,0.571,0.212,0.018,0.012,0.246,0.157,7.457,0.939,4.717,1.109,0.09,0.025,0.013,0.013,27.563,4.587,0.379,0.378,11.0,11.0,111.466,82.305,10,19.0,1,0,48.0,50.0,5.0,1
T0406791,0.62,1.075,4.704,4.214,0.252,0.198,0.956,0.911,29.597,16.754,4.94,21.778,17.2,0.217,0.244,0.083,0.122,0.257,0.227,0.015,0.015,0.147,0.161,1.203,1.238,0.903,0.956,0.02,0.026,0.017,0.022,2.865,2.48,0.411,0.416,10.0,10.0,114.628,83.785,10,19.0,1,0,48.0,50.0,5.0,1
T0406791,0.737,1.0,4.582,4.192,0.26,0.205,0.946,0.9,29.663,17.295,4.45,21.566,17.665,0.213,0.247,0.159,0.127,0.215,0.186,0.01,0.02,0.152,0.137,1.585,3.366,0.805,2.698,0.012,0.078,0.013,0.027,7.061,12.218,0.373,0.38,11.0,11.0,113.074,81.677,10,19.0,1,0,48.0,50.0,5.0,1
T0406791,0.588,1.062,4.486,4.193,0.27,0.215,0.97,0.841,29.975,17.915,4.47,21.967,17.676,0.208,0.242,0.073,0.121,0.247,0.146,0.013,0.015,0.158,0.162,1.877,1.394,0.877,0.702,0.016,0.011,0.013,0.018,5.668,3.652,0.384,0.384,11.0,10.0,112.13,83.266,10,19.0,1,0,48.0,50.0,5.0,1
T0406791,0.677,0.94,4.547,3.974,0.265,0.2,0.932,0.855,29.89,17.491,4.53,22.197,18.715,0.209,0.222,0.103,0.193,0.147,0.19,0.01,0.035,0.131,0.17,1.669,4.269,1.127,3.496,0.015,0.099,0.012,0.023,5.837,16.958,0.388,0.394,11.0,11.0,112.32,81.355,10,19.0,1,0,48.0,50.0,5.0,1
T0407715,0.829,0.656,5.101,3.741,0.212,0.175,1.36,1.079,32.356,7.323,5.26,25.061,11.518,0.193,0.287,0.24,0.361,0.329,0.904,0.068,0.022,0.251,0.352,9.506,9.92,1.512,6.409,0.017,0.062,0.056,0.107,10.576,46.65,0.351,0.354,12.0,11.0,142.326,41.389,9,24.4,1,1,39.0,50.0,5.0,1
T0407715,1.082,0.9,5.124,4.449,0.21,0.185,1.214,1.021,33.32,9.551,5.58,25.523,13.404,0.197,0.259,0.22,0.131,0.397,0.563,0.012,0.018,0.45,0.215,1.995,8.136,1.965,5.768,0.027,0.081,0.023,0.031,10.09,36.394,0.392,0.386,11.0,11.0,153.001,50.271,9,24.4,1,1,39.0,50.0,5.0,1
T0407715,1.385,1.029,5.04,5.034,0.17,0.205,1.979,1.458,25.56,33.344,3.36,24.717,27.094,0.204,0.196,8.801,0.175,0.82,0.9,0.072,0.031,1.147,0.366,12.715,12.362,8.909,6.278,0.076,0.023,0.127,0.168,55.476,50.817,0.165,0.246,3.0,3.0,134.526,151.566,9,24.4,1,1,39.0,50.0,5.0,1
T0407715,1.004,1.023,5.209,4.433,0.19,0.17,1.4,1.154,29.779,19.694,5.93,25.788,20.382,0.182,0.254,0.175,0.18,0.458,0.635,0.017,0.017,0.557,0.224,3.772,7.617,2.154,5.895,0.027,0.074,0.036,0.04,15.784,38.24,0.391,0.38,11.0,11.0,142.232,112.539,9,24.4,1,1,39.0,50.0,5.0,1
T0407715,0.968,0.869,5.116,3.732,0.205,0.165,1.5,0.758,32.13,7.316,5.56,26.751,10.863,0.198,0.313,0.284,0.449,0.392,0.742,0.063,0.019,0.346,0.197,7.058,8.846,1.138,6.203,0.017,0.064,0.044,0.119,12.088,42.228,0.382,0.373,11.0,10.0,153.182,43.638,9,24.4,1,1,39.0,50.0,5.0,1
T0408208,0.886,0.945,5.224,4.519,0.31,0.24,0.857,0.917,71.408,28.108,4.78,30.31,23.828,0.178,0.198,0.165,0.243,0.529,1.16,0.105,0.015,0.723,0.34,23.704,11.543,1.973,7.589,0.01,0.138,0.037,0.269,27.963,43.729,0.478,0.691,9.0,7.0,185.553,118.98,4,31.6,1,0,43.0,49.0,5.0,1
T0408208,0.995,1.194,5.313,4.652,0.268,0.238,1.358,0.883,62.185,32.17,4.51,31.434,24.313,0.173,0.19,0.596,0.548,0.742,0.37,0.095,0.113,0.478,0.31,14.276,16.253,2.85,1.433,0.017,0.015,0.079,0.182,45.255,17.081,0.485,0.488,10.0,8.0,169.638,122.558,4,31.6,1,0,43.0,49.0,5.0,1
T0408208,0.848,1.07,5.676,4.72,0.275,0.25,1.055,0.961,50.798,30.892,5.05,29.416,24.265,0.183,0.195,0.26,0.195,0.45,0.395,0.022,0.019,0.661,0.245,14.581,3.736,7.18,2.052,0.142,0.012,0.024,0.022,50.208,18.176,0.466,0.478,9.0,9.0,173.514,132.31,4,31.6,1,0,43.0,49.0,5.0,1
T0408208,0.879,0.996,5.952,4.702,0.295,0.255,1.165,0.953,55.389,31.512,4.72,29.927,24.76,0.181,0.193,0.154,0.178,0.517,0.184,0.012,0.02,0.365,0.238,10.696,3.486,2.816,1.316,0.013,0.012,0.017,0.031,33.008,9.214,0.456,0.444,9.0,9.0,197.818,124.8,4,31.6,1,0,43.0,49.0,5.0,1
T0408208,0.878,0.728,5.23,4.475,0.268,0.29,1.076,0.654,52.119,35.904,4.31,29.54,22.95,0.17,0.195,0.38,0.461,0.897,0.521,0.04,0.093,0.271,0.313,15.372,8.187,6.493,0.667,0.127,0.019,0.047,0.051,51.997,17.337,0.46,0.442,10.0,9.0,157.107,112.859,4,31.6,1,0,43.0,49.0,5.0,1
T0410495,0.83,1.305,7.448,5.874,0.288,0.205,1.388,0.869,51.323,20.736,3.34,21.698,14.854,0.337,0.398,0.502,0.427,0.89,0.567,0.049,0.058,0.388,0.467,6.58,4.627,2.113,1.249,0.068,0.037,0.032,0.033,22.871,15.697,0.267,0.261,16.0,16.0,171.779,93.964,4,14.5,0,0,29.0,31.0,5.0,1
T0410495,1.557,1.4,7.863,5.853,0.205,0.165,1.96,1.282,45.794,17.833,4.04,24.865,15.72,0.309,0.388,0.371,0.296,0.455,0.626,0.03,0.057,0.681,0.435,5.129,3.913,1.011,0.705,0.024,0.044,0.033,0.028,13.276,11.554,0.304,0.314,15.0,15.0,214.372,100.198,4,14.5,0,0,29.0,31.0,5.0,1
T0410495,1.57,1.431,7.645,6.136,0.21,0.168,1.864,1.368,44.418,18.162,4.42,24.224,15.392,0.316,0.387,0.249,0.121,0.43,0.351,0.008,0.008,0.373,0.175,1.467,1.777,1.363,0.955,0.035,0.037,0.01,0.014,9.48,8.063,0.298,0.308,14.0,14.0,207.9,104.837,4,14.5,0,0,29.0,31.0,5.0,1
T0410495,1.752,1.471,7.621,5.97,0.21,0.17,2.063,1.147,44.434,18.126,4.24,24.204,15.344,0.314,0.379,0.248,0.174,0.402,0.33,0.007,0.011,0.362,0.218,1.831,2.159,1.067,1.625,0.026,0.07,0.02,0.024,8.405,9.239,0.283,0.286,15.0,15.0,206.804,103.575,4,14.5,0,0,29.0,31.0,5.0,1
T0410495,1.646,1.632,7.726,6.042,0.195,0.155,2.045,1.499,41.76,17.258,4.75,24.829,16.236,0.314,0.366,0.238,0.203,0.309,0.221,0.009,0.008,0.33,0.233,2.18,1.207,1.219,0.977,0.027,0.026,0.008,0.007,7.559,8.02,0.3,0.311,14.0,14.0,211.879,109.17,4,14.5,0,0,29.0,31.0,5.0,1
T0412790,2.333,3.043,13.556,12.166,0.32,0.235,2.439,2.489,185.236,105.424,5.0,36.614,32.214,0.361,0.382,0.447,0.464,0.749,0.707,0.105,0.021,1.604,0.658,40.659,7.226,1.842,0.95,0.015,0.028,0.023,0.209,49.183,21.275,0.47,0.484,9.0,7.0,567.005,423.426,4,42.0,0,0,63.0,50.0,5.0,1
T0412790,2.232,3.596,13.587,11.832,0.315,0.25,2.38,2.018,175.081,106.175,4.14,36.433,32.14,0.365,0.376,0.579,0.813,1.083,1.138,0.102,0.023,0.717,0.485,52.193,25.456,1.731,6.058,0.039,0.072,0.042,0.026,44.639,98.712,0.464,0.468,9.0,8.0,541.965,417.904,4,42.0,0,0,63.0,50.0,5.0,1
T0412790,2.362,3.871,13.258,12.133,0.34,0.24,2.45,2.315,192.489,108.544,4.83,37.768,32.439,0.348,0.381,0.329,0.952,0.68,0.583,0.085,0.017,0.695,0.632,34.676,6.625,4.956,1.114,0.065,0.023,0.024,0.32,79.988,25.292,0.478,0.487,9.0,7.0,521.312,435.177,4,42.0,0,0,63.0,50.0,5.0,1
T0412790,2.281,2.685,12.7,11.76,0.35,0.282,1.82,2.34,190.734,107.181,4.3,34.794,29.085,0.37,0.4,0.455,0.51,0.915,0.593,0.036,0.042,0.655,0.819,31.811,11.424,5.182,1.989,0.096,0.034,0.029,0.029,85.117,28.996,0.456,0.429,9.0,10.0,498.019,377.498,4,42.0,0,0,63.0,50.0,5.0,1
T0412790,2.418,2.874,13.884,11.824,0.32,0.25,2.655,2.07,194.476,109.677,4.84,37.186,31.043,0.359,0.367,0.339,0.95,1.103,0.621,0.015,0.022,0.496,0.973,10.764,16.516,2.57,4.642,0.049,0.074,0.025,0.023,39.41,70.651,0.482,0.468,9.0,9.0,579.646,398.825,4,42.0,0,0,63.0,50.0,5.0,1
T0412790,2.256,3.2,13.407,11.595,0.34,0.28,2.182,1.69,191.224,112.519,4.48,37.204,30.856,0.359,0.359,0.56,1.796,0.515,0.552,0.097,0.04,0.421,0.658,44.776,20.935,1.265,4.702,0.02,0.106,0.031,0.338,29.244,58.417,0.472,0.466,9.0,7.0,539.606,387.997,4,42.0,0,0,63.0,50.0,5.0,1
T0413132,0.896,0.652,4.305,3.828,0.285,0.225,0.821,0.9,42.222,20.335,4.75,30.533,21.057,0.141,0.18,0.238,0.221,0.305,0.252,0.037,0.034,0.255,0.267,4.74,2.118,1.679,0.935,0.011,0.016,0.035,0.05,12.615,7.475,0.495,0.471,9.0,9.0,136.221,88.326,7,21.5,0,0,62.0,50.0,5.0,0
T0413132,1.043,0.733,4.347,3.846,0.25,0.195,0.978,1.21,35.531,19.6,5.44,28.858,22.414,0.154,0.17,0.309,0.274,0.343,0.396,0.033,0.012,0.223,0.168,3.984,2.51,2.26,1.228,0.005,0.018,0.027,0.032,19.118,12.088,0.504,0.511,8.0,8.0,138.942,93.913,7,21.5,0,0,62.0,50.0,5.0,0
T0413132,0.923,0.72,4.087,3.804,0.27,0.2,0.869,1.1,34.875,19.204,5.17,27.792,22.177,0.148,0.172,0.29,0.271,0.561,0.227,0.023,0.029,0.43,0.304,10.486,2.779,7.634,0.906,0.133,0.014,0.054,0.058,38.265,5.809,0.481,0.468,9.0,9.0,127.042,92.325,7,21.5,0,0,62.0,50.0,5.0,0
T0413132,1.16,0.752,4.476,3.867,0.22,0.188,1.09,1.18,33.256,18.628,5.54,29.018,22.981,0.154,0.17,0.184,0.089,0.333,0.279,0.046,0.02,0.228,0.295,3.994,2.074,2.628,1.278,0.017,0.019,0.019,0.024,17.946,6.857,0.499,0.508,8.0,8.0,143.152,98.297,7,21.5,0,0,62.0,50.0,5.0,0
T0413132,0.91,0.83,4.619,3.803,0.225,0.182,1.126,1.072,32.133,18.435,5.6,29.25,22.539,0.156,0.168,0.325,0.181,0.822,0.192,0.052,0.027,3.514,0.263,9.923,1.985,2.804,1.121,0.022,0.011,0.166,0.033,30.117,8.124,0.496,0.502,9.0,8.0,143.95,93.654,7,21.5,0,0,62.0,50.0,5.0,0
T0413132,0.934,0.916,4.258,4.03,0.212,0.165,1.0,1.1,31.585,16.464,5.71,28.716,21.264,0.15,0.165,0.328,0.164,0.207,0.417,0.058,0.021,0.45,0.298,4.198,3.993,3.055,2.764,0.015,0.032,0.021,0.054,18.415,15.573,0.522,0.491,8.0,8.0,140.802,92.466,7,21.5,0,0,62.0,50.0,5.0,0
T0414478,1.164,1.194,3.813,3.077,0.12,0.1,1.258,0.909,6.592,2.929,4.21,11.999,7.785,0.297,0.41,0.254,0.21,0.325,0.313,0.012,0.015,0.34,0.136,1.021,0.664,1.663,1.559,0.057,0.129,0.032,0.019,6.36,5.162,0.204,0.214,21.0,20.0,52.87,26.89,11,6.0,0,1,31.0,24.0,6.0,1
T0414478,0.762,0.92,2.806,3.049,0.135,0.13,0.85,0.656,3.73,3.819,3.45,8.462,8.911,0.328,0.307,1.05,0.392,0.646,0.384,0.041,0.043,0.953,0.374,1.728,1.263,2.116,1.43,0.065,0.065,0.053,0.046,11.784,5.851,0.166,0.187,26.0,25.0,27.898,29.686,11,6.0,0,1,31.0,24.0,6.0,1
T0414478,1.073,1.1,3.704,3.081,0.132,0.115,0.893,0.808,7.072,3.008,3.54,11.962,7.422,0.312,0.411,0.213,0.201,0.45,0.175,0.018,0.011,0.245,0.113,1.548,0.356,2.203,0.589,0.069,0.051,0.03,0.015,9.324,1.935,0.182,0.191,24.0,23.0,49.027,25.498,11,6.0,0,1,31.0,24.0,6.0,1
T0414478,0.871,1.1,3.587,3.105,0.135,0.105,1.0,0.825,6.776,2.896,3.4,11.3,7.445,0.331,0.409,0.234,0.231,0.446,0.32,0.03,0.034,0.319,0.221,1.544,0.752,2.193,0.694,0.193,0.061,0.031,0.024,11.446,3.119,0.174,0.188,25.0,25.0,47.409,25.941,11,6.0,0,1,31.0,24.0,6.0,1
T0414480,1.062,1.164,5.182,4.192,0.205,0.172,1.65,1.398,33.898,18.923,6.45,28.498,21.53,0.187,0.192,0.164,0.147,0.438,0.433,0.018,0.025,0.322,0.284,6.228,4.4,2.911,1.284,0.017,0.017,0.032,0.224,25.16,14.688,0.513,0.509,8.0,8.0,164.968,99.521,4,24.0,0,0,56.0,54.0,5.0,0
T0414480,0.812,0.881,5.309,4.093,0.225,0.192,1.605,1.279,38.093,17.571,5.65,27.842,20.728,0.192,0.198,0.113,0.106,0.374,0.355,0.008,0.034,0.375,0.224,3.077,7.051,1.805,4.674,0.019,0.138,0.019,0.084,12.6,19.992,0.483,0.47,8.0,10.0,163.096,90.566,4,24.0,0,0,56.0,54.0,5.0,0
T0414480,0.653,0.967,4.912,3.933,0.235,0.205,1.7,0.971,40.242,15.333,5.38,29.221,19.907,0.168,0.191,0.101,0.279,0.186,0.466,0.036,0.048,0.381,0.3,4.143,3.464,2.583,1.658,0.019,0.012,0.025,0.055,15.263,16.238,0.48,0.463,9.0,9.0,159.206,83.36,4,24.0,0,0,56.0,54.0,5.0,0
T0414480,0.808,0.964,5.097,4.113,0.235,0.192,1.133,1.044,38.102,17.734,5.59,27.67,20.448,0.179,0.204,0.164,0.177,0.364,0.142,0.031,0.014,0.222,0.286,2.962,2.055,1.321,1.47,0.012,0.016,0.023,0.014,14.903,7.225,0.482,0.477,9.0,8.0,151.967,93.25,4,24.0,0,0,56.0,54.0,5.0,0
T0414480,0.763,0.822,4.928,4.056,0.245,0.218,1.24,1.132,39.922,17.809,5.24,28.486,19.782,0.172,0.202,0.114,0.146,0.194,0.464,0.023,0.031,0.257,0.277,5.049,6.38,2.271,3.164,0.015,0.049,0.021,0.086,12.899,18.667,0.483,0.468,8.0,10.0,159.704,85.888,4,24.0,0,0,56.0,54.0,5.0,0
T0414480,0.744,0.979,5.012,4.112,0.235,0.195,1.515,1.243,38.291,19.34,5.47,28.881,21.286,0.175,0.191,0.094,0.171,0.377,0.253,0.019,0.047,0.339,0.176,6.841,8.264,3.087,2.215,0.009,0.016,0.022,0.083,24.332,13.879,0.488,0.475,8.0,10.0,159.792,95.122,4,24.0,0,0,56.0,54.0,5.0,0
T0419103,4.842,5.047,23.426,17.826,0.25,0.215,6.114,4.873,245.357,118.528,4.87,35.389,26.155,0.664,0.672,35.044,22.087,2.43,2.002,0.063,0.047,17.447,2.778,75.43,34.499,6.938,3.276,0.16,0.062,0.126,0.124,222.896,102.363,0.458,0.434,11.0,11.0,970.984,552.684,5,43.0,0,0,55.0,49.0,5.0,1
T0419103,5.685,5.048,22.24,17.912,0.25,0.212,5.964,4.352,217.124,116.104,5.16,33.706,25.586,0.663,0.707,1.069,1.856,5.752,4.095,0.068,0.038,1.978,1.188,70.293,36.439,9.665,7.173,0.537,0.4,0.014,0.031,263.994,162.553,0.463,0.447,10.0,10.0,864.26,513.588,5,43.0,0,0,55.0,49.0,5.0,1
T0419103,5.134,4.581,23.601,18.188,0.262,0.222,6.659,4.792,256.052,124.158,4.71,35.457,26.394,0.668,0.677,0.861,0.646,1.089,1.276,0.018,0.011,1.258,0.552,14.244,15.092,0.785,2.624,0.032,0.079,0.019,0.02,34.72,66.25,0.45,0.435,10.0,10.0,954.239,545.71,5,43.0,0,0,55.0,49.0,5.0,1
T0419103,5.536,4.518,23.459,16.953,0.245,0.21,5.525,5.232,241.141,109.781,4.88,35.929,25.517,0.65,0.696,0.494,32.215,1.627,1.751,0.067,0.058,3.567,3.31,41.413,38.288,2.14,4.887,0.032,0.222,0.022,0.209,85.728,115.685,0.466,0.452,9.0,9.0,948.648,499.004,5,43.0,0,0,55.0,49.0,5.0,1
T0424986,0.506,0.608,3.027,1.871,0.145,0.12,0.728,0.419,5.044,1.671,4.07,9.547,5.479,0.334,0.362,0.105,0.184,0.256,0.402,0.022,0.028,0.266,0.152,0.914,0.927,1.244,1.667,0.047,0.063,0.02,0.031,5.574,6.409,0.22,0.205,20.0,19.0,32.278,9.284,11,3.8,0,0,20.0,25.0,5.0,1
T0424986,0.788,0.94,3.592,2.013,0.11,0.095,1.07,0.825,4.608,0.814,6.22,10.637,4.943,0.323,0.381,0.128,0.564,0.205,0.815,0.009,0.018,0.3,0.292,0.42,1.522,0.971,3.099,0.043,0.138,0.045,0.078,3.528,13.787,0.256,0.272,14.0,13.0,39.974,8.564,11,3.8,0,0,20.0,25.0,5.0,1
T0424986,0.669,0.73,3.579,2.321,0.13,0.105,0.845,0.571,5.227,2.075,5.21,10.167,6.593,0.359,0.433,0.166,0.16,0.345,0.42,0.015,0.015,0.269,0.182,1.253,1.073,2.154,2.209,0.168,0.12,0.015,0.024,8.737,8.293,0.255,0.25,17.0,17.0,38.795,17.295,11,3.8,0,0,20.0,25.0,5.0,1
T0424986,0.739,0.965,3.54,2.448,0.11,0.088,1.09,0.638,4.746,2.078,6.12,10.48,5.89,0.338,0.392,0.121,0.32,0.259,0.952,0.015,0.026,0.29,0.339,0.578,1.466,0.797,3.18,0.031,0.142,0.053,0.121,4.186,14.189,0.256,0.255,14.0,14.0,41.47,18.072,11,3.8,0,0,20.0,25.0,5.0,1
T0424986,0.625,0.63,3.526,2.359,0.143,0.112,0.729,0.511,5.344,1.787,4.36,9.01,5.175,0.39,0.436,0.212,0.218,0.315,0.401,0.042,0.039,0.336,0.264,0.963,1.142,1.741,2.313,0.088,0.159,0.032,0.046,8.528,8.409,0.247,0.237,18.0,18.0,33.971,12.782,11,3.8,0,0,20.0,25.0,5.0,1
T0424986,0.714,0.671,3.562,2.309,0.118,0.095,1.0,0.612,4.766,0.896,5.35,10.163,4.068,0.338,0.482,0.175,0.263,0.352,0.593,0.033,0.026,0.201,0.276,0.643,1.404,0.766,2.986,0.035,0.321,0.036,0.046,5.372,11.536,0.255,0.248,16.0,16.0,39.579,8.308,11,3.8,0,0,20.0,25.0,5.0,1
