dog_id,asc_peak_slopes_A,asc_peak_slopes_C,avg_pres_A,avg_pres_C,contact_durations_A,contact_durations_C,des_peak_slopes_A,des_peak_slopes_C,impulses_A,impulses_C,pace,paw_area_A,paw_area_C,ratio_pres2area_A,ratio_pres2area_C,std_asc_peak_slopes_A,std_asc_peak_slopes_C,std_avg_pres_A,std_avg_pres_C,std_contact_durations_A,std_contact_durations_C,std_des_peak_slopes_A,std_des_peak_slopes_C,std_impulses_A,std_impulses_C,std_paw_area_A,std_paw_area_C,std_ratio_pres2area_A,std_ratio_pres2area_C,std_step_lengths_A,std_step_lengths_C,std_vert_forces_A,std_vert_forces_C,step_lengths_A,step_lengths_C,steps_A,steps_C,vert_forces_A,vert_forces_C,Alter,Gewicht,sex,neutered,Rückenlänge,Schulterhöhe,BCS,target
T0458833,1.517,1.654,10.856,11.619,0.278,0.258,2.5,2.373,99.046,88.481,5.35,28.966,26.283,0.388,0.434,0.161,0.536,1.027,0.628,0.093,0.093,1.1,1.016,53.205,32.167,7.235,2.122,0.108,0.04,0.209,0.058,110.534,24.977,0.534,0.517,6.0,6.0,350.704,329.793,8,26.2,1,1,53.0,59.0,5.0,1
T0458833,2.518,1.977,12.713,11.14,0.405,0.23,1.829,2.395,194.02,79.585,5.76,33.024,25.918,0.376,0.419,1.014,0.626,0.82,0.98,0.101,0.024,0.851,0.35,38.342,18.622,3.057,2.454,0.02,0.059,0.228,0.625,66.377,42.908,0.585,0.855,6.0,5.0,471.198,353.71,8,26.2,1,1,53.0,59.0,5.0,1
T0458833,2.247,2.318,12.536,11.137,0.25,0.2,2.139,2.62,127.337,71.584,5.46,35.514,26.063,0.349,0.432,0.356,0.315,0.693,0.908,0.094,0.017,0.634,0.6,29.586,11.351,2.354,2.615,0.031,0.028,0.024,0.036,44.9,56.04,0.614,0.606,7.0,6.0,499.362,316.501,8,26.2,1,1,53.0,59.0,5.0,1
T0458833,2.431,2.456,13.366,11.436,0.268,0.208,2.778,2.367,147.791,72.155,6.34,36.7,27.084,0.366,0.404,0.966,0.529,0.91,0.671,0.014,0.023,0.584,0.668,20.148,18.862,2.372,2.675,0.008,0.039,0.25,0.203,73.829,51.847,0.621,0.627,6.0,8.0,547.374,343.516,8,26.2,1,1,53.0,59.0,5.0,1
T0458833,2.686,2.827,10.773,12.936,0.19,0.19,3.982,6.118,58.744,102.582,6.65,24.806,35.02,0.455,0.38,16.811,22.115,1.608,1.536,0.072,0.079,1.379,4.075,32.525,42.004,9.756,9.68,0.199,0.184,0.236,0.337,123.582,142.428,0.568,0.548,8.0,10.0,295.07,475.466,8,26.2,1,1,53.0,59.0,5.0,1
T0458843,3.4,5.533,18.184,15.926,0.37,0.328,2.126,1.749,280.422,146.566,4.44,35.301,25.37,0.496,0.671,1.343,2.186,1.091,1.76,0.037,0.045,1.11,1.869,17.132,77.735,2.047,9.573,0.046,0.625,0.014,0.197,39.704,184.975,0.534,0.551,7.0,8.0,727.845,449.204,10,36.0,0,1,49.0,65.0,5.0,1
T0458843,4.452,7.511,18.734,16.146,0.3,0.262,3.582,2.278,247.046,132.098,5.46,37.78,26.528,0.5,0.582,1.221,2.365,0.933,1.328,0.025,0.022,0.769,1.372,10.468,21.783,1.572,2.318,0.026,0.05,0.02,0.054,50.684,72.687,0.566,0.5,7.0,8.0,808.003,461.554,10,36.0,0,1,49.0,65.0,5.0,1
T0458843,4.996,5.534,18.313,15.506,0.318,0.27,3.125,2.121,247.293,152.176,5.38,36.698,26.974,0.503,0.57,0.88,2.002,0.695,1.221,0.014,0.032,2.022,1.055,16.313,45.659,1.565,6.989,0.029,0.266,0.255,0.252,28.24,154.766,0.618,0.551,6.0,6.0,766.822,462.352,10,36.0,0,1,49.0,65.0,5.0,1
T0458843,3.486,3.367,18.461,16.146,0.318,0.26,2.918,2.55,247.876,137.019,5.32,35.85,28.149,0.512,0.567,0.957,3.288,1.622,3.902,0.041,0.08,1.551,0.89,26.421,47.48,3.843,8.439,0.036,0.339,0.025,0.125,126.43,165.133,0.554,0.533,8.0,9.0,776.385,484.331,10,36.0,0,1,49.0,65.0,5.0,1
T0458843,4.722,2.539,18.704,15.719,0.315,0.28,2.416,4.155,254.962,144.341,5.24,37.077,26.654,0.504,0.597,1.01,1.329,0.713,1.959,0.008,0.022,2.936,2.426,18.41,46.408,2.27,7.735,0.038,0.504,0.016,0.216,49.894,165.379,0.568,0.552,7.0,7.0,790.377,465.615,10,36.0,0,1,49.0,65.0,5.0,1
T0458850,2.348,2.781,12.753,10.941,0.3,0.235,2.894,2.679,141.803,75.469,4.64,33.1,25.373,0.382,0.428,1.052,0.324,0.588,1.679,0.111,0.117,0.788,0.741,44.204,56.582,1.463,7.236,0.025,0.442,0.15,0.023,39.325,99.36,0.452,0.444,8.0,9.0,461.974,317.06,2,33.0,0,1,42.0,62.0,5.0,1
T0458850,2.702,2.769,12.416,11.019,0.3,0.232,2.492,2.452,146.356,75.726,4.6,33.407,24.654,0.374,0.441,0.735,0.432,0.603,0.243,0.015,0.014,0.396,0.467,7.592,3.96,1.473,1.602,0.02,0.032,0.029,0.018,29.533,16.91,0.432,0.434,10.0,10.0,472.13,312.746,2,33.0,0,1,42.0,62.0,5.0,1
T0458850,2.577,2.975,12.725,10.728,0.292,0.222,2.809,2.366,149.388,72.908,4.35,32.672,25.53,0.384,0.416,0.851,0.566,0.748,0.416,0.084,0.026,0.636,0.575,24.978,6.389,1.854,1.73,0.033,0.033,0.035,0.053,46.044,23.941,0.437,0.442,10.0,10.0,462.813,315.433,2,33.0,0,1,42.0,62.0,5.0,1
T0458850,2.682,2.871,12.758,10.953,0.345,0.225,2.596,2.391,155.628,73.374,4.35,31.36,25.593,0.391,0.425,0.971,0.482,0.723,0.978,0.092,0.055,1.093,0.782,29.968,10.351,2.011,1.444,0.037,0.042,0.054,0.177,48.593,36.925,0.464,0.46,10.0,9.0,434.437,326.216,2,33.0,0,1,42.0,62.0,5.0,1
T0458850,4.022,2.808,12.199,11.66,0.265,0.22,3.4,2.837,138.59,84.26,4.94,33.61,28.129,0.372,0.419,1.233,0.462,1.381,0.555,0.07,0.019,0.734,0.533,39.384,7.562,5.353,0.541,0.054,0.021,0.037,0.172,100.413,16.214,0.483,0.486,9.0,8.0,488.211,369.814,2,33.0,0,1,42.0,62.0,5.0,1
T0459589,0.617,0.83,3.745,3.883,0.28,0.248,0.694,0.675,35.423,21.654,4.63,30.008,21.142,0.141,0.182,0.352,0.235,0.621,0.293,0.033,0.076,0.247,0.279,11.089,14.739,3.016,2.844,0.014,0.021,0.16,0.152,34.771,19.491,0.422,0.404,9.0,10.0,108.994,92.776,2,22.8,0,1,57.0,53.0,5.0,1
T0459589,0.548,0.787,3.741,3.67,0.265,0.235,0.773,0.787,33.121,22.612,4.32,30.303,21.056,0.134,0.182,0.201,0.24,0.625,0.258,0.017,0.054,0.362,0.233,12.71,2.971,7.469,1.252,0.115,0.014,0.038,0.04,45.516,9.331,0.412,0.413,11.0,11.0,112.617,87.943,2,22.8,0,1,57.0,53.0,5.0,1
T0459589,0.686,1.051,4.234,3.913,0.228,0.198,1.008,1.005,33.063,20.225,5.47,29.94,22.776,0.144,0.176,0.364,0.26,0.793,0.123,0.009,0.017,0.352,0.235,11.759,1.391,5.015,1.623,0.016,0.011,0.05,0.047,49.753,9.337,0.439,0.447,10.0,10.0,139.204,100.886,2,22.8,0,1,57.0,53.0,5.0,1
T0459591,2.767,2.5,13.563,11.965,0.295,0.23,3.454,3.284,165.137,81.324,5.14,33.301,24.534,0.447,0.478,1.006,1.014,1.293,1.18,0.123,0.097,1.092,1.157,38.768,56.791,2.251,3.614,0.035,0.048,0.048,0.318,77.19,80.766,0.492,0.54,8.0,6.0,489.17,305.014,6,27.4,1,1,34.0,52.0,5.0,1
T0459591,2.638,3.057,14.753,12.406,0.252,0.2,3.554,3.391,152.632,62.882,5.6,33.749,23.787,0.432,0.526,1.175,0.566,1.291,1.113,0.07,0.007,0.781,0.383,29.155,16.1,1.625,2.28,0.025,0.035,0.012,0.185,76.165,67.558,0.495,0.491,8.0,7.0,559.292,299.437,6,27.4,1,1,34.0,52.0,5.0,1
T0459591,2.22,2.86,13.518,13.832,0.255,0.2,3.876,3.469,156.93,84.745,5.61,33.018,27.49,0.416,0.512,1.405,0.53,1.391,1.211,0.078,0.109,0.867,1.226,33.254,61.951,1.398,3.402,0.024,0.038,0.016,0.185,80.069,85.876,0.506,0.508,7.0,7.0,478.071,413.392,6,27.4,1,1,34.0,52.0,5.0,1
T0459607,2.347,2.99,13.294,11.294,0.225,0.192,3.529,3.038,87.892,51.736,4.69,25.833,21.027,0.513,0.552,0.668,0.679,0.758,1.149,0.103,0.022,0.988,0.995,26.707,14.165,1.195,5.141,0.019,0.322,0.248,0.046,36.899,73.631,0.494,0.442,7.0,8.0,378.7,246.37,8,21.6,1,1,59.0,55.0,5.0,1
T0459607,2.032,2.412,13.357,11.788,0.265,0.218,2.995,2.378,102.258,57.046,4.9,25.949,19.591,0.522,0.618,0.649,0.433,0.716,0.786,0.06,0.027,0.448,0.608,16.17,7.142,2.258,0.901,0.061,0.033,0.041,0.172,36.141,21.921,0.471,0.457,9.0,8.0,379.906,253.882,8,21.6,1,1,59.0,55.0,5.0,1
T0459607,2.2,3.098,13.076,11.894,0.245,0.198,2.535,3.491,95.343,53.058,5.47,25.953,19.712,0.513,0.596,0.388,0.344,0.754,0.479,0.061,0.013,0.936,0.721,15.372,2.84,1.495,0.726,0.044,0.039,0.025,0.162,26.545,6.869,0.481,0.46,9.0,8.0,378.716,258.132,8,21.6,1,1,59.0,55.0,5.0,1
T0459607,2.586,2.419,12.65,13.786,0.215,0.265,2.995,3.67,53.924,95.265,4.2,18.475,23.956,0.673,0.597,0.324,0.317,0.634,0.678,0.024,0.025,0.369,0.781,19.418,16.412,2.212,1.793,0.041,0.052,0.171,0.16,48.841,35.991,0.44,0.45,5.0,5.0,250.577,373.075,8,21.6,1,1,59.0,55.0,5.0,1
T0459607,2.036,2.781,12.919,11.477,0.252,0.205,2.718,2.753,94.858,53.476,5.11,25.422,19.828,0.518,0.57,0.559,0.274,0.653,0.497,0.016,0.011,0.713,0.496,9.942,5.388,0.854,1.388,0.021,0.045,0.039,0.017,27.674,21.669,0.449,0.432,10.0,10.0,365.41,251.01,8,21.6,1,1,59.0,55.0,5.0,1
T0459607,1.727,2.2,13.134,11.602,0.308,0.24,2.048,2.296,106.05,58.119,4.24,24.098,18.294,0.548,0.639,0.231,0.189,0.653,0.681,0.017,0.027,0.423,0.591,4.468,3.612,0.725,0.97,0.03,0.064,0.009,0.02,12.962,10.962,0.409,0.407,10.0,10.0,348.591,230.794,8,21.6,1,1,59.0,55.0,5.0,1
T0459607,2.223,2.916,13.551,11.918,0.245,0.2,2.604,3.22,99.024,53.495,5.49,25.933,19.701,0.536,0.598,0.287,0.256,0.826,0.377,0.011,0.002,0.928,0.325,6.855,3.232,1.426,1.31,0.04,0.048,0.013,0.024,30.513,15.618,0.475,0.47,9.0,9.0,368.768,260.949,8,21.6,1,1,59.0,55.0,5.0,1
T0459607,2.213,2.995,13.557,12.21,0.245,0.195,2.808,2.995,98.409,53.842,5.59,27.123,20.353,0.5,0.595,0.299,0.28,0.455,0.933,0.01,0.012,0.628,0.395,3.177,2.699,1.42,0.887,0.034,0.064,0.018,0.015,19.403,16.075,0.49,0.483,9.0,9.0,399.961,260.937,8,21.6,1,1,59.0,55.0,5.0,1
T0459607,2.308,2.92,13.355,11.561,0.235,0.2,2.638,3.074,88.314,52.815,5.77,25.817,20.193,0.51,0.59,0.421,0.266,0.644,0.466,0.009,0.007,0.777,0.362,7.816,3.429,0.927,1.106,0.029,0.043,0.02,0.02,23.059,14.428,0.474,0.474,9.0,9.0,380.885,266.641,8,21.6,1,1,59.0,55.0,5.0,1
T0459607,2.341,2.994,13.253,11.782,0.25,0.2,3.07,2.995,99.716,54.863,5.39,26.336,20.952,0.511,0.562,0.212,0.429,0.51,0.817,0.019,0.013,0.758,0.533,4.557,3.304,2.57,0.829,0.06,0.058,0.02,0.02,35.263,15.133,0.487,0.484,9.0,9.0,389.321,262.439,8,21.6,1,1,59.0,55.0,5.0,1
T0459607,2.516,2.809,13.561,12.026,0.245,0.192,2.516,3.161,95.251,52.324,5.6,25.582,19.675,0.535,0.614,0.389,0.445,0.773,1.303,0.065,0.008,0.669,0.437,22.352,10.212,3.982,4.303,0.155,0.528,0.016,0.176,60.73,48.254,0.488,0.475,9.0,8.0,381.003,256.164,8,21.6,1,1,59.0,55.0,5.0,1
T0459607,1.739,2.518,13.104,12.097,0.28,0.225,2.261,2.837,101.336,51.529,4.86,24.35,17.982,0.534,0.646,0.288,0.952,0.432,2.261,0.012,0.061,0.343,6.986,3.477,15.494,1.532,3.665,0.037,0.651,0.022,0.129,21.377,49.609,0.447,0.432,10.0,11.0,349.965,233.929,8,21.6,1,1,59.0,55.0,5.0,1
T0459607,1.76,2.152,13.392,11.127,0.28,0.225,2.592,2.314,100.941,53.61,4.7,25.084,18.306,0.532,0.657,0.273,0.392,0.583,1.864,0.015,0.03,0.389,0.792,14.276,14.032,3.834,3.611,0.152,0.086,0.024,0.041,55.059,61.675,0.442,0.44,10.0,10.0,356.92,232.558,8,21.6,1,1,59.0,55.0,5.0,1
T0459607,1.997,2.71,13.616,12.184,0.245,0.2,2.679,2.927,98.997,50.302,5.45,25.215,18.751,0.518,0.656,0.466,0.224,0.981,0.858,0.098,0.006,1.061,0.313,28.894,6.856,2.647,3.212,0.089,0.232,0.017,0.197,42.372,33.796,0.492,0.466,9.0,7.0,391.666,253.188,8,21.6,1,1,59.0,55.0,5.0,1
T0459607,1.711,2.046,12.966,11.472,0.305,0.235,2.304,2.467,104.272,54.805,4.52,25.143,18.484,0.514,0.616,0.302,0.239,0.374,0.641,0.016,0.018,0.457,0.682,24.605,3.795,5.822,1.107,0.612,0.051,0.015,0.031,82.145,18.09,0.416,0.41,11.0,10.0,347.88,230.263,8,21.6,1,1,59.0,55.0,5.0,1
T0459607,2.588,3.072,13.739,11.842,0.238,0.195,3.09,3.191,98.586,53.494,5.6,26.548,20.49,0.515,0.572,0.231,0.29,0.601,0.429,0.009,0.007,1.012,0.505,5.392,5.453,1.101,1.534,0.031,0.049,0.019,0.023,23.551,20.193,0.497,0.486,8.0,8.0,396.382,267.336,8,21.6,1,1,59.0,55.0,5.0,1
T0459607,2.258,2.638,13.894,11.643,0.242,0.2,3.178,2.906,101.683,55.083,5.48,26.192,20.053,0.529,0.575,0.523,0.34,0.743,0.545,0.066,0.015,0.505,0.505,17.482,2.107,1.088,0.642,0.034,0.028,0.012,0.19,26.97,8.564,0.5,0.504,8.0,7.0,408.386,268.7,8,21.6,1,1,59.0,55.0,5.0,1
T0459607,2.506,3.028,14.24,12.181,0.245,0.2,3.566,3.616,104.116,56.738,5.37,25.473,20.348,0.545,0.601,0.434,0.309,0.549,0.501,0.011,0.011,0.706,0.565,7.232,2.904,0.738,0.594,0.017,0.029,0.031,0.031,24.567,10.382,0.508,0.5,8.0,8.0,399.068,273.435,8,21.6,1,1,59.0,55.0,5.0,1
T0459607,2.388,2.638,14.098,11.648,0.24,0.2,3.942,2.916,99.153,55.017,5.6,26.01,20.304,0.534,0.571,0.313,0.425,0.659,0.666,0.013,0.01,1.054,0.539,6.562,4.115,1.752,1.389,0.056,0.064,0.011,0.012,22.881,19.162,0.498,0.483,9.0,9.0,402.409,256.577,8,21.6,1,1,59.0,55.0,5.0,1
T0459607,2.56,3.17,14.034,12.061,0.215,0.18,3.262,3.502,94.019,50.202,6.37,26.81,20.282,0.533,0.598,0.511,0.478,0.775,0.274,0.011,0.008,0.762,0.415,4.726,3.487,1.061,1.07,0.036,0.042,0.017,0.021,23.932,12.46,0.538,0.526,8.0,8.0,404.674,271.362,8,21.6,1,1,59.0,55.0,5.0,1
T0459662,1.995,1.925,13.072,11.313,0.285,0.23,2.681,2.835,186.121,89.323,5.44,43.049,30.216,0.31,0.378,0.646,0.343,0.922,0.325,0.049,0.021,1.045,0.539,15.629,16.235,2.778,3.018,0.016,0.031,0.036,0.062,76.533,43.241,0.583,0.531,7.0,7.0,656.506,373.393,3,34.0,1,0,68.0,60.0,5.0,1
T0459662,1.764,1.772,12.747,10.931,0.29,0.255,2.206,2.558,189.466,100.14,5.18,44.06,30.59,0.286,0.361,0.801,0.362,1.021,0.384,0.04,0.018,0.547,0.513,18.233,11.279,1.947,2.194,0.032,0.031,0.034,0.032,48.01,25.665,0.598,0.568,7.0,7.0,639.944,385.152,3,34.0,1,0,68.0,60.0,5.0,1
T0459662,2.614,2.119,13.276,11.495,0.277,0.245,2.23,3.061,189.994,98.495,5.54,42.606,31.559,0.309,0.364,0.81,0.162,0.237,0.815,0.095,0.02,0.768,0.714,49.53,14.963,4.62,3.196,0.036,0.057,0.029,0.285,71.357,25.955,0.625,0.654,6.0,5.0,633.218,399.124,3,34.0,1,0,68.0,60.0,5.0,1
T0459662,2.66,2.069,12.979,11.729,0.285,0.25,2.25,2.953,184.122,100.244,5.47,41.022,31.777,0.305,0.383,0.528,0.399,1.388,0.743,0.047,0.016,0.467,0.392,17.618,9.996,1.273,1.956,0.031,0.036,0.031,0.037,69.77,31.036,0.6,0.614,7.0,7.0,624.409,400.975,3,34.0,1,0,68.0,60.0,5.0,1
T0459740,2.074,6.992,11.214,11.236,0.255,0.132,1.298,7.668,88.083,23.432,5.0,27.702,9.58,0.402,1.563,0.523,29.224,0.559,5.024,0.107,0.078,0.604,5.347,28.669,21.106,1.699,6.849,0.025,0.835,0.026,0.325,27.244,72.244,0.425,0.389,10.0,12.0,328.138,153.986,16,17.8,1,1,54.0,41.0,5.0,1
T0459740,1.71,4.769,10.077,11.616,0.25,0.175,1.577,3.915,83.372,23.967,4.88,27.793,9.31,0.363,1.361,0.67,20.609,1.123,3.316,0.092,0.076,0.943,5.247,32.268,17.802,1.874,6.354,0.038,0.684,0.068,0.188,48.705,49.509,0.408,0.387,9.0,11.0,310.568,160.95,16,17.8,1,1,54.0,41.0,5.0,1
T0459740,1.606,5.344,11.038,11.759,0.25,0.145,1.458,6.646,89.512,24.683,5.1,28.383,9.031,0.39,1.149,0.634,26.147,0.707,3.737,0.084,0.073,0.335,4.216,20.021,19.312,1.634,6.109,0.029,0.626,0.031,0.281,27.525,58.342,0.432,0.424,10.0,11.0,345.39,157.186,16,17.8,1,1,54.0,41.0,5.0,1
T0459999,1.539,2.284,10.226,10.241,0.28,0.24,2.537,1.412,110.457,64.516,3.85,30.836,21.73,0.352,0.479,0.475,0.621,1.591,0.817,0.035,0.098,1.278,0.559,25.883,42.056,1.941,5.29,0.036,0.437,0.091,0.093,77.293,71.141,0.375,0.372,12.0,13.0,334.257,236.757,7,28.0,0,0,48.0,45.0,5.0,1
T0459999,0.984,1.654,11.122,9.16,0.352,0.3,2.754,1.093,134.678,67.376,3.29,29.986,22.201,0.374,0.435,0.403,0.435,1.242,0.721,0.042,0.067,1.394,0.411,25.022,10.558,1.974,1.2,0.033,0.039,0.02,0.033,60.046,22.325,0.345,0.346,14.0,14.0,345.336,227.964,7,28.0,0,0,48.0,45.0,5.0,1
T0459999,1.72,2.557,11.416,10.254,0.25,0.202,3.356,2.146,123.414,55.73,4.7,30.875,21.958,0.391,0.467,0.609,0.511,1.73,0.453,0.078,0.025,1.707,0.509,32.378,5.485,2.293,1.049,0.042,0.036,0.021,0.03,89.639,10.256,0.386,0.381,12.0,10.0,362.836,255.464,7,28.0,0,0,48.0,45.0,5.0,1
T0460115,3.175,2.919,14.143,12.69,0.27,0.235,2.713,3.289,176.029,103.987,6.26,39.57,29.688,0.354,0.426,0.765,0.782,1.158,0.706,0.027,0.017,0.798,1.028,9.756,13.215,1.221,1.322,0.034,0.026,0.045,0.047,40.078,34.924,0.624,0.597,7.0,7.0,628.674,417.925,6,37.0,1,0,68.0,45.0,6.0,1
T0460731,1.344,1.622,5.85,5.02,0.248,0.195,0.876,0.934,53.376,31.934,5.38,32.477,27.542,0.183,0.184,0.259,0.35,0.437,0.238,0.011,0.013,0.136,0.14,4.848,2.302,1.054,1.748,0.012,0.013,0.009,0.026,17.47,12.204,0.5,0.502,8.0,8.0,208.178,163.36,8,33.0,0,1,64.0,56.0,5.0,1
T0460731,1.228,1.531,5.745,4.613,0.26,0.215,0.862,0.789,56.58,33.674,4.77,32.218,26.784,0.178,0.169,0.188,0.281,0.289,0.405,0.013,0.046,0.099,0.271,5.07,4.861,1.862,1.579,0.013,0.015,0.033,0.041,13.654,16.012,0.464,0.457,9.0,9.0,208.049,141.962,8,33.0,0,1,64.0,56.0,5.0,1
T0460731,0.954,1.493,5.349,4.664,0.262,0.21,0.932,0.925,55.262,32.038,4.86,32.554,26.556,0.174,0.171,0.268,0.309,0.551,0.234,0.074,0.043,0.344,0.279,19.952,3.247,7.999,2.727,0.164,0.012,0.046,0.149,54.863,19.998,0.458,0.459,10.0,8.0,187.955,141.074,8,33.0,0,1,64.0,56.0,5.0,1
T0460731,0.859,1.304,5.486,4.5,0.275,0.227,0.899,0.575,57.13,32.63,4.4,32.768,25.766,0.176,0.178,0.258,0.306,0.75,0.776,0.017,0.048,0.208,0.262,17.826,10.812,9.1,7.884,0.143,0.306,0.042,0.062,61.571,46.345,0.432,0.446,8.0,8.0,200.238,130.939,8,33.0,0,1,64.0,56.0,5.0,1
T0460731,0.977,1.3,5.738,4.77,0.25,0.205,1.155,0.886,53.054,30.457,5.32,32.874,27.335,0.173,0.174,0.468,0.288,0.56,0.105,0.015,0.012,0.253,0.129,5.13,2.46,1.919,1.911,0.01,0.014,0.029,0.031,27.326,11.145,0.476,0.473,9.0,9.0,199.089,147.333,8,33.0,0,1,64.0,56.0,5.0,1
T0460731,1.012,1.473,5.819,4.666,0.25,0.205,1.204,0.896,54.06,31.873,5.16,34.078,27.666,0.176,0.167,0.329,0.651,0.304,0.36,0.014,0.033,0.537,0.231,4.315,3.59,1.751,1.414,0.009,0.013,0.027,0.035,16.28,14.067,0.476,0.476,9.0,9.0,212.47,148.014,8,33.0,0,1,64.0,56.0,5.0,1
T0460733,0.775,1.09,3.699,3.094,0.155,0.125,1.073,0.71,8.718,3.986,4.56,13.345,9.274,0.275,0.333,0.139,0.152,0.162,0.301,0.013,0.013,0.192,0.133,0.755,0.521,1.525,0.676,0.037,0.034,0.023,0.016,5.515,4.192,0.284,0.281,15.0,14.0,54.502,31.624,3,6.2,0,0,27.0,31.0,5.0,1
T0460733,0.668,0.888,3.324,3.057,0.162,0.13,0.868,0.576,8.05,4.45,3.86,12.654,9.274,0.281,0.338,0.891,0.954,0.736,0.643,0.071,0.066,0.543,0.386,2.916,1.906,3.604,3.018,0.048,0.106,0.108,0.152,21.742,11.791,0.255,0.238,16.0,16.0,42.804,31.763,3,6.2,0,0,27.0,31.0,5.0,1
T0460733,0.507,0.769,3.375,2.682,0.198,0.135,0.605,0.488,9.641,3.669,2.03,12.892,8.269,0.262,0.34,0.166,0.27,0.563,0.439,0.715,0.667,0.208,0.262,16.835,11.825,2.463,1.393,0.053,0.058,0.053,0.044,11.23,6.492,0.227,0.222,20.0,21.0,45.686,22.38,3,6.2,0,0,27.0,31.0,5.0,1
T0460733,0.623,1.244,3.548,2.992,0.16,0.105,0.908,0.862,8.785,3.33,4.67,13.592,8.802,0.268,0.332,0.135,0.285,0.214,0.438,0.024,0.018,0.13,0.16,0.975,0.803,1.49,1.483,0.032,0.056,0.021,0.025,7.362,6.67,0.286,0.28,16.0,16.0,54.587,29.516,3,6.2,0,0,27.0,31.0,5.0,1
T0460857,0.939,0.676,4.984,3.007,0.25,0.21,1.054,0.578,38.983,13.491,3.65,29.178,17.624,0.17,0.153,0.387,0.171,0.564,0.635,0.061,0.089,0.438,0.267,12.348,4.973,5.755,4.276,0.145,0.042,0.03,0.043,29.966,19.027,0.333,0.308,14.0,15.0,149.124,58.799,4,24.5,1,0,42.0,44.0,5.0,1
T0460857,1.214,0.722,4.844,3.261,0.235,0.195,1.151,0.798,39.541,12.562,4.16,28.61,16.784,0.176,0.19,0.42,0.141,0.847,0.246,0.07,0.015,0.353,0.151,12.9,2.578,6.193,3.025,0.05,0.039,0.028,0.088,40.366,9.663,0.341,0.337,14.0,12.0,155.605,63.635,4,24.5,1,0,42.0,44.0,5.0,1
T0460857,1.164,0.605,4.868,3.267,0.258,0.21,1.013,0.526,42.984,14.225,3.64,28.989,17.435,0.171,0.191,0.3,0.169,0.321,0.295,0.037,0.069,0.325,0.2,4.583,5.423,1.615,4.405,0.015,0.137,0.015,0.027,13.221,16.024,0.331,0.318,14.0,15.0,157.789,61.587,4,24.5,1,0,42.0,44.0,5.0,1
T0460857,1.226,0.766,4.877,3.293,0.24,0.19,1.108,0.825,40.825,12.931,4.16,29.546,17.634,0.162,0.194,0.391,0.132,0.39,0.331,0.048,0.022,0.173,0.189,5.268,4.033,1.127,4.72,0.015,0.076,0.024,0.036,14.028,17.245,0.339,0.315,13.0,14.0,159.623,66.311,4,24.5,1,0,42.0,44.0,5.0,1
T0460857,1.152,0.8,4.928,3.386,0.225,0.18,1.406,1.033,38.14,13.226,4.67,30.235,20.174,0.169,0.171,0.568,0.165,0.53,0.243,0.032,0.025,0.463,0.318,7.822,3.182,2.765,3.911,0.028,0.083,0.031,0.066,22.576,15.141,0.338,0.31,13.0,13.0,154.595,70.437,4,24.5,1,0,42.0,44.0,5.0,1
T0460857,1.142,0.688,4.74,3.301,0.248,0.198,1.031,0.728,40.004,12.34,4.1,30.144,18.148,0.166,0.184,0.539,3.974,0.396,0.253,0.033,0.049,0.319,3.678,6.218,3.384,4.442,2.946,0.045,0.037,0.036,0.083,30.465,10.147,0.346,0.324,14.0,14.0,160.66,64.189,4,24.5,1,0,42.0,44.0,5.0,1
T0460951,0.393,0.3,3.202,2.58,0.235,0.2,0.529,0.39,14.368,7.29,3.56,16.495,11.446,0.193,0.24,0.137,0.099,0.171,0.46,0.036,0.035,0.172,0.157,1.945,3.078,1.108,3.164,0.018,0.041,0.024,0.037,4.719,12.629,0.255,0.266,17.0,16.0,55.046,34.044,9,9.2,0,1,45.0,36.0,5.0,1
T0460951,0.468,0.315,3.235,2.588,0.218,0.198,0.584,0.36,13.752,8.017,3.76,16.987,12.084,0.19,0.236,0.131,0.123,0.097,0.618,0.022,0.064,0.133,0.223,1.002,5.352,1.424,3.144,0.019,0.032,0.085,0.137,5.071,14.879,0.274,0.283,14.0,16.0,60.281,34.324,9,9.2,0,1,45.0,36.0,5.0,1
T0461157,1.469,1.224,6.105,4.711,0.315,0.285,1.733,1.052,95.804,50.421,4.39,42.368,32.849,0.15,0.145,7.312,0.186,1.178,0.269,0.106,0.038,0.616,0.376,37.756,3.711,12.863,3.217,0.073,0.022,0.152,0.017,100.251,13.178,0.485,0.424,12.0,10.0,296.38,172.856,2,46.8,0,0,70.0,65.0,8.0,1
T0461157,1.309,0.99,5.994,4.788,0.345,0.3,1.431,0.914,102.34,52.644,4.21,44.217,32.708,0.139,0.146,0.261,0.279,0.281,0.179,0.019,0.028,0.239,0.292,9.023,2.7,3.55,4.219,0.012,0.025,0.051,0.033,28.79,21.023,0.458,0.441,9.0,10.0,306.113,174.991,2,46.8,0,0,70.0,65.0,8.0,1
T0461266,0.306,0.491,3.562,2.415,0.298,0.255,0.813,0.218,18.065,5.648,3.22,16.098,8.907,0.224,0.266,0.261,0.093,0.204,0.271,0.052,0.045,0.292,0.08,2.457,1.531,0.956,0.914,0.02,0.039,0.017,0.029,5.171,3.32,0.258,0.236,18.0,18.0,60.814,22.418,6,9.8,1,0,37.0,34.0,5.0,1
